pdf,quantidade,descricao,valor_unitario,valor_total
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK426997519BR-,1599.9,1599.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426965811BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426930450BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK427011087BR-,1599.9,1599.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AC083524122BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK426962090BR-,1599.9,1599.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AC083437817BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK382185664BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC141711365BR-,2669.9,2669.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AC083494434BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426915497BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426994225BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC083478255BR-,2669.9,2669.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AK270483963BR-,2292.0,2292.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426964657BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK426927186BR-,2519.9,2519.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK382185885BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426998514BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK382202623BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AC083305569BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK403510026BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AC083478119BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AK426926866BR-,2292.0,2292.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //CB:AK426997669BR-,1915.2,1915.2
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK376234485BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AC150184517BR-,2292.0,2292.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK376248793BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 5G //CB:AK426960200BR-,2022.99,2022.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK382201490BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426913451BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //CB:AK426945984BR-,1915.2,1915.2
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AK270468921BR-,2519.9,2519.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK426965290BR-,1599.9,1599.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK403496695BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AC083474528BR-,2672.11,2672.11
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426944842BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO 5G //CB:AC083446218BR-,2519.9,2519.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK376280365BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK376218329BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 5G //CB:AK426977275BR-,2022.99,2022.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC141710974BR-,2669.9,2669.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426982426BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AC083436706BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //CB:AK270453856BR-,2292.0,2292.0
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK376247943BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 5G //CB:AK426932190BR-,2022.99,2022.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC141711246BR-,2669.9,2669.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK270482866BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK270256167BR-,1599.9,1599.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK376280502BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426944873BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426960862BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK426994058BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC141710943BR-,2669.9,2669.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AC083450141BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO X6 PRO 5G //CB:AC141711317BR-,2669.9,2669.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:AK382172745BR-,1186.83,1186.83
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:AK426964436BR-,1599.9,1599.9
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091074026420-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071019005-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091072814744-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723072583561-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091072969068-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723070323820-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091074008063-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723070060521-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723072688626-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI A3 //IMEI:866091074031529-3GB/64GB R$ 755,99",755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723072663405-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723070031282-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723072671242-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:866091072592282-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723071000948-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723072688006-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:865723072694509-3GB/64GB,755.99,755.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:861188076987149-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:861151071342264-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:867908075610846-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:867908075624961-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:867908079583627-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:861151071049729-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:860707078837746-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:867908079425506-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:860707079184866-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:860707079171947-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:861151071611700-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3 //IMEI:860707078895660-,1019.99,1019.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073205027-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071994341-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072642527-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072706728-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071989184-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073209482-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073209300-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071777225-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073205209-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072242666-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074235601-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400070555325-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074241245-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072242229-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072225984-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074210604-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072220423-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072220282-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072217809-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072233889-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072244381-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072244241-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074235627-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072243763-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400070501543-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074208301-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400070666940-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400070572924-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072227345-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074213145-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072209947-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072221702-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072219623-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072219102-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072283124-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072225265-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074219506-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072242344-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400070532845-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074210349-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072210069-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074237961-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072260825-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,"SMARTPHONE XIAOMI REDMI A3X //IMEI:867400070664564- R$ 989,99",989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074237847-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072238904-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400070527647-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074226824-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072211844-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072214483-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400074221163-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072243201-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072219722-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071810588-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072677945-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072080629-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071759447-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073197661-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071900868-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071769347-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072599362-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073130761-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073200226-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072660784-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073188009-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072678505-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072600426-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400072687001-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073206843-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400077994782-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400077864167-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400077997561-,989.99,989.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078648665-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399073827488-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078263317-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078654523-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078649622-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078650083-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078656544-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078647725-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078650109-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078660264-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078652006-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078660389-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078653848-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078660280-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078661122-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078664282-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078651024-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078667087-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078653988-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078263796-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078656189-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078649184-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078664308-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078652188-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078654424-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078650802-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078649804-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078656684-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078649606-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078650562-,1275.99,1275.99
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:864399078656288-,1275.99,1275.99
