PDF,Quantidade,Descrição,Valor (texto),Valor (numérico),Linha Original
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070895270-NOVO -,"1.099,00",R$ 1099.00,"1,00 un SMARTPHONE OPPO A40 //IMEI:865234070895270-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.099,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070316491-NOVO -,"1.099,00",R$ 1099.00,"1,00 un SMARTPHONE OPPO A40 //IMEI:865234070316491-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.099,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070889513-NOVO -,"1.099,00",R$ 1099.00,"1,00 un SMARTPHONE OPPO A40 //IMEI:865234070889513-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.099,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070925713-NOVO -,"1.099,00",R$ 1099.00,"1,00 un SMARTPHONE OPPO A40 //IMEI:865234070925713-NOVO - 21867/2024 (4GB - 256GB) - NAO LACRADO///R$ 1.099,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070302855-NOVO -,"1.099,00",R$ 1099.00,"1,00 un SMARTPHONE OPPO A40 //IMEI:865234070302855-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.099,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070925374-NOVO -,"1.099,00",R$ 1099.00,"1,00 un SMARTPHONE OPPO A40 //IMEI:865234070925374-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.099,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070317234-NOVO -,"1.099,00",R$ 1099.00,"1,00 un SMARTPHONE OPPO A40 //IMEI:865234070317234-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.099,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070317010-NOVO -,"1.099,00",R$ 1099.00,"1,00 un SMARTPHONE OPPO A40 //IMEI:865234070317010-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.099,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A40 //IMEI:865234070443436-NOVO -,"1.099,00",R$ 1099.00,"1,00 un SMARTPHONE OPPO A40 //IMEI:865234070443436-NOVO - 21867/2024 (4GB - 256GB)///R$ 1.099,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 5G //IMEI:860144070045153-,"2.409,12",R$ 2409.12,"1,00 un SMARTPHONE OPPO RENO12 5G //IMEI:860144070045153- NS:HALF89VWT04DNNUK-NOVO -21867/2024 (12GB - 512GB)///R$ 2.409,12"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 5G //IMEI:860144070024091-,"2.409,12",R$ 2409.12,"1,00 un SMARTPHONE OPPO RENO12 5G //IMEI:860144070024091- NS:MF45GYGA6T7D0JKZ-NOVO -21867/2024 (12GB - 512GB)///R$ 2.409,12"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585077756528-NOVO -,"1.340,46",R$ 1340.46,"1,00 un SMARTPHONE XIAOMI REDMI 13 //IMEI:867585077756528-NOVO - 21867/2024 (6GB - 128GB) - NAO LACRADO///R$ 1.340,46"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585078683481-NOVO -,"1.340,46",R$ 1340.46,"1,00 un SMARTPHONE XIAOMI REDMI 13 //IMEI:867585078683481-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.340,46"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074593700-NOVO -,"1.340,46",R$ 1340.46,"1,00 un SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074593700-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.340,46"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585078505163-NOVO -,"1.340,46",R$ 1340.46,"1,00 un SMARTPHONE XIAOMI REDMI 13 //IMEI:867585078505163-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.340,46"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585075201725-NOVO -,"1.340,46",R$ 1340.46,"1,00 un SMARTPHONE XIAOMI REDMI 13 //IMEI:867585075201725-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.340,46"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074590425-NOVO -,"1.340,46",R$ 1340.46,"1,00 un SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074590425-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.340,46"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585078507722-NOVO -,"1.340,46",R$ 1340.46,"1,00 un SMARTPHONE XIAOMI REDMI 13 //IMEI:867585078507722-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.340,46"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074340169-NOVO -,"1.424,72",R$ 1424.72,"1,00 un SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074340169-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.424,72"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074419062-NOVO -,"1.424,72",R$ 1424.72,"1,00 un SMARTPHONE XIAOMI REDMI 13 //IMEI:867585074419062-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.424,72"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:861798073542844-NOVO -,"1.158,24",R$ 1158.24,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:861798073542844-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.158,24"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //IMEI:865390070222574-NOVO -,"977,49",R$ 977.49,"1,00 un SMARTPHONE XIAOMI REDMI 13C //IMEI:865390070222574-NOVO - 21867/2024 (4GB - 128GB) - NAO LACRADO///R$ 977,49"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13 //IMEI:867585072604343-NOVO -,"1.424,72",R$ 1424.72,"1,00 un SMARTPHONE XIAOMI REDMI 13 //IMEI:867585072604343-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.424,72"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071752020-NOVO -,"899,00",R$ 899.00,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071752020-NOVO - 21867/2024 (4GB - 128GB)///R$ 899,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071954840-NOVO -,"899,00",R$ 899.00,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071954840-NOVO - 21867/2024 (4GB - 128GB)///R$ 899,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071947166-NOVO -,"899,00",R$ 899.00,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400071947166-NOVO - 21867/2024 (4GB - 128GB)///R$ 899,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073848180-NOVO -,"899,00",R$ 899.00,"1,00 un SMARTPHONE XIAOMI REDMI A3X //IMEI:867400073848180-NOVO - 21867/2024 (4GB - 128GB)///R$ 899,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 12 //IMEI:863138079089086-NOVO -,"1.274,99",R$ 1274.99,"1,00 un SMARTPHONE XIAOMI REDMI 12 //IMEI:863138079089086-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.274,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 PRO //IMEI:863720079959762-,"1.979,90",R$ 1979.90,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 13 PRO //IMEI:863720079959762- NOVO -21867/2024 (8GB - 256GB)///R$ 1.979,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070130736-NOVO -,"1.609,74",R$ 1609.74,"1,00 un SMARTPHONE OPPO A60 //IMEI:861641070130736-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.609,74"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070087977-NOVO -,"1.609,74",R$ 1609.74,"1,00 un SMARTPHONE OPPO A60 //IMEI:861641070087977-NOVO - 21867/2024 (8GB - 256GB) - NAO LACRADO///R$ 1.609,74"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070099592-NOVO -,"1.609,74",R$ 1609.74,"1,00 un SMARTPHONE OPPO A60 //IMEI:861641070099592-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.609,74"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070078737-NOVO -,"1.609,74",R$ 1609.74,"1,00 un SMARTPHONE OPPO A60 //IMEI:861641070078737-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.609,74"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070137913-NOVO -,"1.609,74",R$ 1609.74,"1,00 un SMARTPHONE OPPO A60 //IMEI:861641070137913-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.609,74"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070134753-NOVO -,"1.609,74",R$ 1609.74,"1,00 un SMARTPHONE OPPO A60 //IMEI:861641070134753-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.609,74"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070078851-NOVO -,"1.609,74",R$ 1609.74,"1,00 un SMARTPHONE OPPO A60 //IMEI:861641070078851-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.609,74"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A60 //IMEI:861641070137533-NOVO -,"1.609,74",R$ 1609.74,"1,00 un SMARTPHONE OPPO A60 //IMEI:861641070137533-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.609,74"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 5G //IMEI:860144070025551-,"2.409,12",R$ 2409.12,"1,00 un SMARTPHONE OPPO RENO12 5G //IMEI:860144070025551- NS:V8LFL74X898XX89D-NOVO -21867/2024 (12GB - 512GB)///R$ 2.409,12"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 5G //IMEI:860144070047498-,"2.409,12",R$ 2409.12,"1,00 un SMARTPHONE OPPO RENO12 5G //IMEI:860144070047498- NS:X8W4JJGAU4UGHY5D-NOVO -21867/2024 (12GB - 512GB)///R$ 2.409,12"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070069614-,"2.640,00",R$ 2640.00,"1,00 un SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070069614- NS:VCYH556D4XA6Q06P-NOVO -21867/2024 (12GB - 256GB)///R$ 2.640,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070021797-NS:,"2.640,00",R$ 2640.00,"1,00 un SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070021797-NS: R$ 2.640,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070060316-,"2.640,00",R$ 2640.00,"1,00 un SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070060316- NS:IVMBFI4DYDCE7HIB-NOVO -21867/2024 (12GB - 256GB)///R$ 2.640,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070029899-,"2.640,00",R$ 2640.00,"1,00 un SMARTPHONE OPPO RENO12 F 5G //IMEI:864445070029899- NS:FUE68TDQTWTCPV0F-NOVO -21867/2024 (12GB - 256GB)///R$ 2.640,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A38 //IMEI:865761061169059-NOVO -,"605,79",R$ 605.79,"1,00 un SMARTPHONE OPPO A38 //IMEI:865761061169059-NOVO - 21867/2024 (4GB - 128GB) - NAO LACRADO///R$ 605,79"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE OPPO A38 //IMEI:865761061168192-NOVO -,"605,79",R$ 605.79,"1,00 un SMARTPHONE OPPO A38 //IMEI:865761061168192-NOVO - 21867/2024 (4GB - 128GB)///R$ 605,79"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20C //IMEI:358776978630682-NOVO -,"721,00",R$ 721.00,"1,00 un SMARTPHONE TECNO SPARK 20C //IMEI:358776978630682-NOVO - 21867/2024 (4GB - 128GB)///R$ 721,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557496707-NOVO -,"721,00",R$ 721.00,"1,00 un SMARTPHONE TECNO SPARK 20 //IMEI:353654557496707-NOVO - 21867/2024 (8GB - 256GB)///R$ 721,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557511224-NOVO -,"1.035,50",R$ 1035.50,"1,00 un SMARTPHONE TECNO SPARK 20 //IMEI:353654557511224-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.035,50"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557512826-NOVO -,"1.035,50",R$ 1035.50,"1,00 un SMARTPHONE TECNO SPARK 20 //IMEI:353654557512826-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.035,50"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557752000-NOVO -,"1.035,50",R$ 1035.50,"1,00 un SMARTPHONE TECNO SPARK 20 //IMEI:353654557752000-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.035,50"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557493985-NOVO -,"1.035,50",R$ 1035.50,"1,00 un SMARTPHONE TECNO SPARK 20 //IMEI:353654557493985-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.035,50"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557507289-NOVO -,"1.035,50",R$ 1035.50,"1,00 un SMARTPHONE TECNO SPARK 20 //IMEI:353654557507289-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.035,50"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE TECNO SPARK 20 //IMEI:353654557508428-NOVO -,"1.035,50",R$ 1035.50,"1,00 un SMARTPHONE TECNO SPARK 20 //IMEI:353654557508428-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.035,50"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE INFINIX HOT40 PRO //IMEI:350243933619985-NOVO -,"1.600,72",R$ 1600.72,"1,00 un SMARTPHONE INFINIX HOT40 PRO //IMEI:350243933619985-NOVO - 21867/2024 (16GB - 256GB)///R$ 1.600,72"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:862070075131284-NOVO,"1.795,00",R$ 1795.00,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:862070075131284-NOVO -21867/2024 (8GB - 256GB)///R$ 1.795,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433064459525-,"2.499,90",R$ 2499.90,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433064459525- NS:53034/W4PN01260-NOVO -21867/2024 (12GB - 512GB)///R$ 2.499,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433067678469-,"2.499,90",R$ 2499.90,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433067678469- NS:53166/W4PV00609-NOVO -21867/2024 (12GB - 512GB)///R$ 2.499,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433069504085-,"2.499,90",R$ 2499.90,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433069504085- NS:53174/W4QM03776-NOVO -21867/2024 (12GB - 512GB)///R$ 2.499,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433066941942-,"2.499,90",R$ 2499.90,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433066941942- NS:53166/W4PV00952-NOVO -21867/2024 (12GB - 512GB)///R$ 2.499,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433062741684-,"2.499,90",R$ 2499.90,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433062741684- NS:53034/W4PN02960-NOVO -21867/2024 (12GB - 512GB)///R$ 2.499,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:862070075199828-,"2.499,90",R$ 2499.90,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:862070075199828- NS:53165/W4WC03591-NOVO -21867/2024 (12GB - 512GB)///R$ 2.499,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433069603689-,"2.499,90",R$ 2499.90,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433069603689- LACRADO///R$ 2.499,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433066939425-,"2.499,90",R$ 2499.90,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433066939425- NS:53166/W4PV00992-NOVO -21867/2024 (12GB - 512GB)///R$ 2.499,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433064870564-,"2.499,90",R$ 2499.90,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433064870564- NS:53166/W4PJ04200-NOVO -21867/2024 (12GB - 512GB)///R$ 2.499,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433067670045-,"2.499,90",R$ 2499.90,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433067670045- NS:53166/W4PV01023-NOVO -21867/2024 (12GB - 512GB)///R$ 2.499,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433065064183-,"2.499,90",R$ 2499.90,"1,00 un SMARTPHONE XIAOMI POCO M6 PRO //IMEI:869433065064183- LACRADO///R$ 2.499,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C75 //IMEI:864624072214861-NOVO -,"1.103,08",R$ 1103.08,"1,00 un SMARTPHONE XIAOMI POCO C75 //IMEI:864624072214861-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.103,08"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C75 //IMEI:864624077606723-NOVO -,"1.103,08",R$ 1103.08,"1,00 un SMARTPHONE XIAOMI POCO C75 //IMEI:864624077606723-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.103,08"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C75 //IMEI:864624072203302-NOVO -,"1.103,08",R$ 1103.08,"1,00 un SMARTPHONE XIAOMI POCO C75 //IMEI:864624072203302-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.103,08"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C75 //IMEI:864624077610386-NOVO -,"1.103,08",R$ 1103.08,"1,00 un SMARTPHONE XIAOMI POCO C75 //IMEI:864624077610386-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.103,08"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C75 //IMEI:864624072226360-NOVO -,"1.103,08",R$ 1103.08,"1,00 un SMARTPHONE XIAOMI POCO C75 //IMEI:864624072226360-NOVO - 21867/2024 (6GB - 128GB)///R$ 1.103,08"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360071421954-NOVO -,"1.038,35",R$ 1038.35,"1,00 un SMARTPHONE REALME C61 //IMEI:865360071421954-NOVO - 21867/2024 (4GB - 128GB)///R$ 1.038,35"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360071421897-NOVO -,"1.038,35",R$ 1038.35,"1,00 un SMARTPHONE REALME C61 //IMEI:865360071421897-NOVO - 21867/2024 (4GB - 128GB)///R$ 1.038,35"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070145935-NOVO -,"1.038,35",R$ 1038.35,"1,00 un SMARTPHONE REALME C61 //IMEI:865360070145935-NOVO - 21867/2024 (4GB - 128GB)///R$ 1.038,35"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360071421871-NOVO -,"1.038,35",R$ 1038.35,"1,00 un SMARTPHONE REALME C61 //IMEI:865360071421871-NOVO - 21867/2024 (4GB - 128GB)///R$ 1.038,35"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360071412839-NOVO -,"1.038,35",R$ 1038.35,"1,00 un SMARTPHONE REALME C61 //IMEI:865360071412839-NOVO - 21867/2024 (4GB - 128GB)///R$ 1.038,35"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070205150-NOVO -,"1.157,10",R$ 1157.10,"1,00 un SMARTPHONE REALME C61 //IMEI:865360070205150-NOVO - 21867/2024 (6GB - 256GB)///R$ 1.157,10"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070201399-NOVO -,"1.157,10",R$ 1157.10,"1,00 un SMARTPHONE REALME C61 //IMEI:865360070201399-NOVO - 21867/2024 (6GB - 256GB)///R$ 1.157,10"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070205374-NOVO -,"1.157,10",R$ 1157.10,"1,00 un SMARTPHONE REALME C61 //IMEI:865360070205374-NOVO - 21867/2024 (6GB - 256GB)///R$ 1.157,10"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360070379179-NOVO -,"1.157,10",R$ 1157.10,"1,00 un SMARTPHONE REALME C61 //IMEI:865360070379179-NOVO - 21867/2024 (6GB - 256GB)///R$ 1.157,10"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C61 //IMEI:865360071381638-NOVO -,"1.299,99",R$ 1299.99,"1,00 un SMARTPHONE REALME C61 //IMEI:865360071381638-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.299,99"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C65 //IMEI:868109070398094-NOVO -,"1.299,90",R$ 1299.90,"1,00 un SMARTPHONE REALME C65 //IMEI:868109070398094-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.299,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C65 //IMEI:868109070399712-NOVO -,"1.299,90",R$ 1299.90,"1,00 un SMARTPHONE REALME C65 //IMEI:868109070399712-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.299,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C65 //IMEI:868109070400072-NOVO -,"1.299,90",R$ 1299.90,"1,00 un SMARTPHONE REALME C65 //IMEI:868109070400072-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.299,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C65 //IMEI:868109070395892-NOVO -,"1.299,90",R$ 1299.90,"1,00 un SMARTPHONE REALME C65 //IMEI:868109070395892-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.299,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C65 //IMEI:868109070385398-NOVO -,"1.299,90",R$ 1299.90,"1,00 un SMARTPHONE REALME C65 //IMEI:868109070385398-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.299,90"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO C65 //IMEI:860044070571523-NOVO -,"1.520,46",R$ 1520.46,"1,00 un SMARTPHONE XIAOMI POCO C65 //IMEI:860044070571523-NOVO - 21867/2024 (8GB - 256GB)///R$ 1.520,46"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 12S //IMEI:860330060767043-,"1.499,00",R$ 1499.00,"1,00 un SMARTPHONE XIAOMI REDMI NOTE 12S //IMEI:860330060767043- NOVO -21867/2024 (8GB - 256GB)///R$ 1.499,00"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE HONOR MAGIC5 LITE 5G //IMEI:867636075295959-,"2.845,91",R$ 2845.91,"1,00 un SMARTPHONE HONOR MAGIC5 LITE 5G //IMEI:867636075295959- NOVO -21867/2024 (8GB - 256GB)///R$ 2.845,91"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE HONOR MAGIC5 LITE 5G //IMEI:867636075295637-,"2.845,91",R$ 2845.91,"1,00 un SMARTPHONE HONOR MAGIC5 LITE 5G //IMEI:867636075295637- NOVO -21867/2024 (8GB - 256GB)///R$ 2.845,91"
ADM 0800100_0745_2025 de 30_09_2025.PDF,1,SMARTPHONE HONOR MAGIC6 LITE 5G //IMEI:869061071576922-,"2.998,00",R$ 2998.00,"1,00 un SMARTPHONE HONOR MAGIC6 LITE 5G //IMEI:869061071576922- NS:AS7J6R4418000147-NOVO -21867/2024 (8GB - 256GB)///R$ 2.998,00"
